,REF_AREA,TIME_PERIOD,INDICATOR,AGE,OBS_VALUE
469,UNICEF_EAP,2001,DM_NET_MG_RATE,_T,-0.251
470,UNICEF_EAPRO,2001,DM_NET_MG_RATE,_T,-0.405
471,UNICEF_ECARO,2001,DM_NET_MG_RATE,_T,-2.417
472,UNICEF_EECA,2001,DM_NET_MG_RATE,_T,-0.946
473,UNICEF_ESA,2001,DM_NET_MG_RATE,_T,-1.178
474,UNICEF_ESARO,2001,DM_NET_MG_RATE,_T,-0.887
475,UNICEF_LAC,2001,DM_NET_MG_RATE,_T,-1.756
476,UNICEF_LACRO,2001,DM_NET_MG_RATE,_T,-1.757
477,UNICEF_MENA,2001,DM_NET_MG_RATE,_T,1.062
478,UNICEF_MENARO,2001,DM_NET_MG_RATE,_T,0.559
479,UNICEF_NA,2001,DM_NET_MG_RATE,_T,4.942
480,UNICEF_ROSA,2001,DM_NET_MG_RATE,_T,-0.37
481,UNICEF_SA,2001,DM_NET_MG_RATE,_T,-0.37
482,UNICEF_WCA,2001,DM_NET_MG_RATE,_T,-0.041
483,UNICEF_WCARO,2001,DM_NET_MG_RATE,_T,-0.041
484,UNICEF_WE,2001,DM_NET_MG_RATE,_T,1.868
485,UNSDG_LDC,2001,DM_NET_MG_RATE,_T,-1.926
486,URY,2001,DM_NET_MG_RATE,_T,-4.422
487,USA,2001,DM_NET_MG_RATE,_T,4.69
488,UZB,2001,DM_NET_MG_RATE,_T,-1.925
489,VAT,2001,DM_NET_MG_RATE,_T,0
490,VCT,2001,DM_NET_MG_RATE,_T,-13.662
491,VEN,2001,DM_NET_MG_RATE,_T,-0.115
492,VGB,2001,DM_NET_MG_RATE,_T,22.12
493,VIR,2001,DM_NET_MG_RATE,_T,-9.104
494,VNM,2001,DM_NET_MG_RATE,_T,-2.035
495,VUT,2001,DM_NET_MG_RATE,_T,-1.703
496,WLF,2001,DM_NET_MG_RATE,_T,-5.106
497,WORLD,2001,DM_NET_MG_RATE,_T,0
498,WSM,2001,DM_NET_MG_RATE,_T,-18.631
499,XKX,2001,DM_NET_MG_RATE,_T,-1.083
500,YEM,2001,DM_NET_MG_RATE,_T,-4.885
501,ZAF,2001,DM_NET_MG_RATE,_T,-0.631
502,ZMB,2001,DM_NET_MG_RATE,_T,2.341
503,ZWE,2001,DM_NET_MG_RATE,_T,-11.432
504,ABW,2002,DM_NET_MG_RATE,_T,3.822
505,AFG,2002,DM_NET_MG_RATE,_T,65.242
506,AGO,2002,DM_NET_MG_RATE,_T,3.459
507,AIA,2002,DM_NET_MG_RATE,_T,8.265
508,ALB,2002,DM_NET_MG_RATE,_T,-18.993
509,AND,2002,DM_NET_MG_RATE,_T,38.701
510,ARE,2002,DM_NET_MG_RATE,_T,35.902
511,ARG,2002,DM_NET_MG_RATE,_T,-0.598
512,ARM,2002,DM_NET_MG_RATE,_T,-11.2
513,ASM,2002,DM_NET_MG_RATE,_T,-26.832
514,ATG,2002,DM_NET_MG_RATE,_T,0.661
515,AUS,2002,DM_NET_MG_RATE,_T,5.555
516,AUT,2002,DM_NET_MG_RATE,_T,4.643
517,AZE,2002,DM_NET_MG_RATE,_T,1.802
518,BDI,2002,DM_NET_MG_RATE,_T,-2.535
519,BEL,2002,DM_NET_MG_RATE,_T,3.727
520,BEN,2002,DM_NET_MG_RATE,_T,0.48
521,BES,2002,DM_NET_MG_RATE,_T,37.11
522,BFA,2002,DM_NET_MG_RATE,_T,1.273
523,BGD,2002,DM_NET_MG_RATE,_T,-3.361
524,BGR,2002,DM_NET_MG_RATE,_T,-0.769
525,BHR,2002,DM_NET_MG_RATE,_T,5.621
526,BHS,2002,DM_NET_MG_RATE,_T,1.901
527,BIH,2002,DM_NET_MG_RATE,_T,-3.166
528,BLM,2002,DM_NET_MG_RATE,_T,20.567
529,BLR,2002,DM_NET_MG_RATE,_T,-1.333
530,BLZ,2002,DM_NET_MG_RATE,_T,7.753
531,BMU,2002,DM_NET_MG_RATE,_T,-2.042
532,BOL,2002,DM_NET_MG_RATE,_T,-1.824
533,BRA,2002,DM_NET_MG_RATE,_T,0.033
534,BRB,2002,DM_NET_MG_RATE,_T,-0.454
535,BRN,2002,DM_NET_MG_RATE,_T,4.342
536,BTN,2002,DM_NET_MG_RATE,_T,9.767
537,BWA,2002,DM_NET_MG_RATE,_T,2.769
538,CAF,2002,DM_NET_MG_RATE,_T,1.526
539,CAN,2002,DM_NET_MG_RATE,_T,6.6
540,CHE,2002,DM_NET_MG_RATE,_T,6.71
541,CHL,2002,DM_NET_MG_RATE,_T,0.499
542,CHN,2002,DM_NET_MG_RATE,_T,-0.373
543,CIV,2002,DM_NET_MG_RATE,_T,-5.109
544,CMR,2002,DM_NET_MG_RATE,_T,-0.676
545,COD,2002,DM_NET_MG_RATE,_T,-0.336
546,COG,2002,DM_NET_MG_RATE,_T,-4.833
547,COK,2002,DM_NET_MG_RATE,_T,-10.917
548,COL,2002,DM_NET_MG_RATE,_T,-0.602
549,COM,2002,DM_NET_MG_RATE,_T,-4.467
550,CPV,2002,DM_NET_MG_RATE,_T,-7.099
551,CRI,2002,DM_NET_MG_RATE,_T,2.169
552,CUB,2002,DM_NET_MG_RATE,_T,-2.135
553,CUW,2002,DM_NET_MG_RATE,_T,3.94
554,CYM,2002,DM_NET_MG_RATE,_T,25.663
555,CYP,2002,DM_NET_MG_RATE,_T,13.79
556,CZE,2002,DM_NET_MG_RATE,_T,2.561
557,DEU,2002,DM_NET_MG_RATE,_T,0.565
558,DJI,2002,DM_NET_MG_RATE,_T,6.383
559,DMA,2002,DM_NET_MG_RATE,_T,-4.065
560,DNK,2002,DM_NET_MG_RATE,_T,2.144
561,DOM,2002,DM_NET_MG_RATE,_T,-3.459
562,DZA,2002,DM_NET_MG_RATE,_T,-1.146
563,ECU,2002,DM_NET_MG_RATE,_T,-2.147
564,EGY,2002,DM_NET_MG_RATE,_T,0.985
565,ERI,2002,DM_NET_MG_RATE,_T,-2.575
566,ESP,2002,DM_NET_MG_RATE,_T,18.035
567,EST,2002,DM_NET_MG_RATE,_T,-2.161
568,ETH,2002,DM_NET_MG_RATE,_T,-0.182
569,FIN,2002,DM_NET_MG_RATE,_T,1.01
570,FJI,2002,DM_NET_MG_RATE,_T,-7.442
571,FLK,2002,DM_NET_MG_RATE,_T,1.586
572,FRA,2002,DM_NET_MG_RATE,_T,2.319
573,FRO,2002,DM_NET_MG_RATE,_T,7.913
574,FSM,2002,DM_NET_MG_RATE,_T,-24.829
575,GAB,2002,DM_NET_MG_RATE,_T,3.418
576,GBR,2002,DM_NET_MG_RATE,_T,3.553
577,GEO,2002,DM_NET_MG_RATE,_T,-14.31
578,GHA,2002,DM_NET_MG_RATE,_T,1.956
579,GIB,2002,DM_NET_MG_RATE,_T,11.226
580,GIN,2002,DM_NET_MG_RATE,_T,-3.897
581,GLP,2002,DM_NET_MG_RATE,_T,-19.95
582,GMB,2002,DM_NET_MG_RATE,_T,-2.668
583,GNB,2002,DM_NET_MG_RATE,_T,-4.432
584,GNQ,2002,DM_NET_MG_RATE,_T,19.759
585,GRC,2002,DM_NET_MG_RATE,_T,1.417
586,GRD,2002,DM_NET_MG_RATE,_T,-8.501
587,GRL,2002,DM_NET_MG_RATE,_T,-6.027
588,GTM,2002,DM_NET_MG_RATE,_T,-4.485
589,GUF,2002,DM_NET_MG_RATE,_T,17.228
590,GUM,2002,DM_NET_MG_RATE,_T,-10.738
591,GUY,2002,DM_NET_MG_RATE,_T,-16.643
592,HKG,2002,DM_NET_MG_RATE,_T,3.167
593,HND,2002,DM_NET_MG_RATE,_T,-1.255
594,HRV,2002,DM_NET_MG_RATE,_T,-2.798
595,HTI,2002,DM_NET_MG_RATE,_T,-3.071
596,HUN,2002,DM_NET_MG_RATE,_T,0.238
597,IDN,2002,DM_NET_MG_RATE,_T,-0.381
598,IMN,2002,DM_NET_MG_RATE,_T,10.14
599,IND,2002,DM_NET_MG_RATE,_T,-0.189
600,IRL,2002,DM_NET_MG_RATE,_T,8.889
601,IRN,2002,DM_NET_MG_RATE,_T,-8.415
602,IRQ,2002,DM_NET_MG_RATE,_T,5.11
603,ISL,2002,DM_NET_MG_RATE,_T,-1.202
604,ISR,2002,DM_NET_MG_RATE,_T,3.256
605,ITA,2002,DM_NET_MG_RATE,_T,3.904
606,JAM,2002,DM_NET_MG_RATE,_T,-6.96
607,JOR,2002,DM_NET_MG_RATE,_T,-3.494
608,JPN,2002,DM_NET_MG_RATE,_T,0.804
609,KAZ,2002,DM_NET_MG_RATE,_T,-0.908
610,KEN,2002,DM_NET_MG_RATE,_T,0.318
611,KGZ,2002,DM_NET_MG_RATE,_T,-5.024
612,KHM,2002,DM_NET_MG_RATE,_T,-0.305
613,KIR,2002,DM_NET_MG_RATE,_T,-1.417
614,KNA,2002,DM_NET_MG_RATE,_T,-4.208
615,KOR,2002,DM_NET_MG_RATE,_T,-0.286
616,KWT,2002,DM_NET_MG_RATE,_T,7.128
617,LAO,2002,DM_NET_MG_RATE,_T,-5.983
618,LBN,2002,DM_NET_MG_RATE,_T,-4.833
619,LBR,2002,DM_NET_MG_RATE,_T,-7.521
620,LBY,2002,DM_NET_MG_RATE,_T,6.602
621,LCA,2002,DM_NET_MG_RATE,_T,-1.483
622,LIE,2002,DM_NET_MG_RATE,_T,4.225
623,LKA,2002,DM_NET_MG_RATE,_T,-1.062
624,LSO,2002,DM_NET_MG_RATE,_T,-12.724
625,LTU,2002,DM_NET_MG_RATE,_T,-9.598
626,LUX,2002,DM_NET_MG_RATE,_T,6.038
627,LVA,2002,DM_NET_MG_RATE,_T,-8.257
628,MAC,2002,DM_NET_MG_RATE,_T,25.399
629,MAF,2002,DM_NET_MG_RATE,_T,5.181
630,MAR,2002,DM_NET_MG_RATE,_T,-3.123
631,MCO,2002,DM_NET_MG_RATE,_T,-1.882
632,MDA,2002,DM_NET_MG_RATE,_T,-11.258
633,MDG,2002,DM_NET_MG_RATE,_T,0.028
634,MDV,2002,DM_NET_MG_RATE,_T,1.857
635,MEX,2002,DM_NET_MG_RATE,_T,-3.207
636,MHL,2002,DM_NET_MG_RATE,_T,-27.696
637,MKD,2002,DM_NET_MG_RATE,_T,-1.383
638,MLI,2002,DM_NET_MG_RATE,_T,-0.746
639,MLT,2002,DM_NET_MG_RATE,_T,3.731
640,MMR,2002,DM_NET_MG_RATE,_T,-3.228
641,MNE,2002,DM_NET_MG_RATE,_T,-5.004
642,MNG,2002,DM_NET_MG_RATE,_T,-3.327
643,MNP,2002,DM_NET_MG_RATE,_T,-49.574
644,MOZ,2002,DM_NET_MG_RATE,_T,-2.399
645,MRT,2002,DM_NET_MG_RATE,_T,-6.687
646,MSR,2002,DM_NET_MG_RATE,_T,8.747
647,MTQ,2002,DM_NET_MG_RATE,_T,-17.672
648,MUS,2002,DM_NET_MG_RATE,_T,-2.717
649,MWI,2002,DM_NET_MG_RATE,_T,-2.543
650,MYS,2002,DM_NET_MG_RATE,_T,9.37
651,MYT,2002,DM_NET_MG_RATE,_T,5.053
652,NAM,2002,DM_NET_MG_RATE,_T,-1.012
653,NCL,2002,DM_NET_MG_RATE,_T,4.446
654,NER,2002,DM_NET_MG_RATE,_T,-0.767
655,NGA,2002,DM_NET_MG_RATE,_T,0.306
656,NIC,2002,DM_NET_MG_RATE,_T,-8.502
657,NIU,2002,DM_NET_MG_RATE,_T,-23.668
658,NLD,2002,DM_NET_MG_RATE,_T,0.921
659,NOR,2002,DM_NET_MG_RATE,_T,3.813
660,NPL,2002,DM_NET_MG_RATE,_T,-6.307
661,NRU,2002,DM_NET_MG_RATE,_T,-20.892
662,NZL,2002,DM_NET_MG_RATE,_T,12.154
663,OMN,2002,DM_NET_MG_RATE,_T,-8.548
664,PAK,2002,DM_NET_MG_RATE,_T,-5.098
665,PAN,2002,DM_NET_MG_RATE,_T,0.993
666,PER,2002,DM_NET_MG_RATE,_T,-5.733
667,PHL,2002,DM_NET_MG_RATE,_T,-2.406
668,PLW,2002,DM_NET_MG_RATE,_T,-3.922
669,PNG,2002,DM_NET_MG_RATE,_T,7.264
670,POL,2002,DM_NET_MG_RATE,_T,-0.552
671,PRI,2002,DM_NET_MG_RATE,_T,-7.332
672,PRK,2002,DM_NET_MG_RATE,_T,-0.117
673,PRT,2002,DM_NET_MG_RATE,_T,4.386
674,PRY,2002,DM_NET_MG_RATE,_T,-6.96
675,PSE,2002,DM_NET_MG_RATE,_T,-10.529
676,PYF,2002,DM_NET_MG_RATE,_T,-1.173
677,QAT,2002,DM_NET_MG_RATE,_T,34.5
678,REU,2002,DM_NET_MG_RATE,_T,-2.006
679,ROU,2002,DM_NET_MG_RATE,_T,-4.683
680,RUS,2002,DM_NET_MG_RATE,_T,1.988
681,RWA,2002,DM_NET_MG_RATE,_T,-5.716
682,SAU,2002,DM_NET_MG_RATE,_T,1.01
683,SDN,2002,DM_NET_MG_RATE,_T,-5.783
684,SEN,2002,DM_NET_MG_RATE,_T,-3.975
685,SGP,2002,DM_NET_MG_RATE,_T,5.499
686,SHN,2002,DM_NET_MG_RATE,_T,-19.124
687,SLB,2002,DM_NET_MG_RATE,_T,-5.757
688,SLE,2002,DM_NET_MG_RATE,_T,16.984
689,SLV,2002,DM_NET_MG_RATE,_T,-15.189
690,SMR,2002,DM_NET_MG_RATE,_T,21.315
691,SOM,2002,DM_NET_MG_RATE,_T,1.34
692,SPM,2002,DM_NET_MG_RATE,_T,-7.183
693,SRB,2002,DM_NET_MG_RATE,_T,0.195
694,SSD,2002,DM_NET_MG_RATE,_T,12.467
695,STP,2002,DM_NET_MG_RATE,_T,-4.918
696,SUR,2002,DM_NET_MG_RATE,_T,1.46
697,SVK,2002,DM_NET_MG_RATE,_T,-0.106
698,SVN,2002,DM_NET_MG_RATE,_T,2.724
699,SWE,2002,DM_NET_MG_RATE,_T,3.486
700,SWZ,2002,DM_NET_MG_RATE,_T,-6.674
701,SXM,2002,DM_NET_MG_RATE,_T,-1.145
702,SYC,2002,DM_NET_MG_RATE,_T,3.889
703,SYR,2002,DM_NET_MG_RATE,_T,-1.046
704,TCA,2002,DM_NET_MG_RATE,_T,38.518
705,TCD,2002,DM_NET_MG_RATE,_T,2.31
706,TGO,2002,DM_NET_MG_RATE,_T,-1.13
707,THA,2002,DM_NET_MG_RATE,_T,2.095
708,TJK,2002,DM_NET_MG_RATE,_T,-3.133
709,TKL,2002,DM_NET_MG_RATE,_T,-53.701
710,TKM,2002,DM_NET_MG_RATE,_T,-1.828
711,TLS,2002,DM_NET_MG_RATE,_T,-10.861
712,TON,2002,DM_NET_MG_RATE,_T,-16.354
713,TTO,2002,DM_NET_MG_RATE,_T,-2.681
714,TUN,2002,DM_NET_MG_RATE,_T,-1.883
715,TUR,2002,DM_NET_MG_RATE,_T,-1.408
716,TUV,2002,DM_NET_MG_RATE,_T,-15.074
717,TWN,2002,DM_NET_MG_RATE,_T,0.513
718,TZA,2002,DM_NET_MG_RATE,_T,-3.241
719,UGA,2002,DM_NET_MG_RATE,_T,-1.375
720,UKR,2002,DM_NET_MG_RATE,_T,-0.756
721,UNICEF_EAP,2002,DM_NET_MG_RATE,_T,-0.231
722,UNICEF_EAPRO,2002,DM_NET_MG_RATE,_T,-0.402
723,UNICEF_ECARO,2002,DM_NET_MG_RATE,_T,-2.239
724,UNICEF_EECA,2002,DM_NET_MG_RATE,_T,-0.735
725,UNICEF_ESA,2002,DM_NET_MG_RATE,_T,-1.154
726,UNICEF_ESARO,2002,DM_NET_MG_RATE,_T,-0.793
727,UNICEF_LAC,2002,DM_NET_MG_RATE,_T,-1.73
728,UNICEF_LACRO,2002,DM_NET_MG_RATE,_T,-1.73
729,UNICEF_MENA,2002,DM_NET_MG_RATE,_T,-1.417
730,UNICEF_MENARO,2002,DM_NET_MG_RATE,_T,-1.823
731,UNICEF_NA,2002,DM_NET_MG_RATE,_T,4.309
732,UNICEF_ROSA,2002,DM_NET_MG_RATE,_T,-0.233
733,UNICEF_SA,2002,DM_NET_MG_RATE,_T,-0.233
734,UNICEF_WCA,2002,DM_NET_MG_RATE,_T,-0.17
735,UNICEF_WCARO,2002,DM_NET_MG_RATE,_T,-0.17
736,UNICEF_WE,2002,DM_NET_MG_RATE,_T,3.515
737,UNSDG_LDC,2002,DM_NET_MG_RATE,_T,0.033
738,URY,2002,DM_NET_MG_RATE,_T,-5.115
739,USA,2002,DM_NET_MG_RATE,_T,4.061
740,UZB,2002,DM_NET_MG_RATE,_T,-1.863
741,VAT,2002,DM_NET_MG_RATE,_T,0
742,VCT,2002,DM_NET_MG_RATE,_T,-13.46
743,VEN,2002,DM_NET_MG_RATE,_T,-0.155
744,VGB,2002,DM_NET_MG_RATE,_T,27.23
745,VIR,2002,DM_NET_MG_RATE,_T,-9.62
746,VNM,2002,DM_NET_MG_RATE,_T,-1.977
747,VUT,2002,DM_NET_MG_RATE,_T,-1.735
748,WLF,2002,DM_NET_MG_RATE,_T,-3.466
749,WORLD,2002,DM_NET_MG_RATE,_T,0
750,WSM,2002,DM_NET_MG_RATE,_T,-20.01
751,XKX,2002,DM_NET_MG_RATE,_T,-15.883
752,YEM,2002,DM_NET_MG_RATE,_T,-5.058
753,ZAF,2002,DM_NET_MG_RATE,_T,1.056
754,ZMB,2002,DM_NET_MG_RATE,_T,0.305
755,ZWE,2002,DM_NET_MG_RATE,_T,-12.199
756,ABW,2003,DM_NET_MG_RATE,_T,3.502
757,AFG,2003,DM_NET_MG_RATE,_T,17.307
758,AGO,2003,DM_NET_MG_RATE,_T,3.284
759,AIA,2003,DM_NET_MG_RATE,_T,9.162
760,ALB,2003,DM_NET_MG_RATE,_T,-18.362
761,AND,2003,DM_NET_MG_RATE,_T,37.536
762,ARE,2003,DM_NET_MG_RATE,_T,33.194
763,ARG,2003,DM_NET_MG_RATE,_T,-0.584
764,ARM,2003,DM_NET_MG_RATE,_T,-9.756
765,ASM,2003,DM_NET_MG_RATE,_T,-28.006
766,ATG,2003,DM_NET_MG_RATE,_T,0.525
767,AUS,2003,DM_NET_MG_RATE,_T,5.289
768,AUT,2003,DM_NET_MG_RATE,_T,5.434
769,AZE,2003,DM_NET_MG_RATE,_T,1.555
770,BDI,2003,DM_NET_MG_RATE,_T,5.365
771,BEL,2003,DM_NET_MG_RATE,_T,3.995
772,BEN,2003,DM_NET_MG_RATE,_T,0.559
773,BES,2003,DM_NET_MG_RATE,_T,36.461
774,BFA,2003,DM_NET_MG_RATE,_T,1.179
775,BGD,2003,DM_NET_MG_RATE,_T,-3.904
776,BGR,2003,DM_NET_MG_RATE,_T,-0.572
777,BHR,2003,DM_NET_MG_RATE,_T,36.837
778,BHS,2003,DM_NET_MG_RATE,_T,2.815
779,BIH,2003,DM_NET_MG_RATE,_T,-6.527
780,BLM,2003,DM_NET_MG_RATE,_T,20.175
781,BLR,2003,DM_NET_MG_RATE,_T,-1.339
782,BLZ,2003,DM_NET_MG_RATE,_T,8.366
783,BMU,2003,DM_NET_MG_RATE,_T,-2.031
784,BOL,2003,DM_NET_MG_RATE,_T,-1.71
785,BRA,2003,DM_NET_MG_RATE,_T,-0.093
786,BRB,2003,DM_NET_MG_RATE,_T,-0.542
787,BRN,2003,DM_NET_MG_RATE,_T,3.931
788,BTN,2003,DM_NET_MG_RATE,_T,9.63
789,BWA,2003,DM_NET_MG_RATE,_T,2.608
790,CAF,2003,DM_NET_MG_RATE,_T,-4.483
791,CAN,2003,DM_NET_MG_RATE,_T,5.786
792,CHE,2003,DM_NET_MG_RATE,_T,5.728
793,CHL,2003,DM_NET_MG_RATE,_T,0.585
794,CHN,2003,DM_NET_MG_RATE,_T,-0.409
795,CIV,2003,DM_NET_MG_RATE,_T,-5.503
796,CMR,2003,DM_NET_MG_RATE,_T,-1.135
797,COD,2003,DM_NET_MG_RATE,_T,-2.004
798,COG,2003,DM_NET_MG_RATE,_T,7.704
799,COK,2003,DM_NET_MG_RATE,_T,-11.41
800,COL,2003,DM_NET_MG_RATE,_T,-0.804
801,COM,2003,DM_NET_MG_RATE,_T,-5.396
802,CPV,2003,DM_NET_MG_RATE,_T,-7.408
803,CRI,2003,DM_NET_MG_RATE,_T,1.914
804,CUB,2003,DM_NET_MG_RATE,_T,-1.742
805,CUW,2003,DM_NET_MG_RATE,_T,7.216
806,CYM,2003,DM_NET_MG_RATE,_T,24.899
807,CYP,2003,DM_NET_MG_RATE,_T,13.412
808,CZE,2003,DM_NET_MG_RATE,_T,2.51
809,DEU,2003,DM_NET_MG_RATE,_T,0.669
810,DJI,2003,DM_NET_MG_RATE,_T,-6.962
811,DMA,2003,DM_NET_MG_RATE,_T,-3.779
812,DNK,2003,DM_NET_MG_RATE,_T,2.103
813,DOM,2003,DM_NET_MG_RATE,_T,-3.419
814,DZA,2003,DM_NET_MG_RATE,_T,-1.226
815,ECU,2003,DM_NET_MG_RATE,_T,-1.698
816,EGY,2003,DM_NET_MG_RATE,_T,0.497
817,ERI,2003,DM_NET_MG_RATE,_T,29.327
818,ESP,2003,DM_NET_MG_RATE,_T,15.818
819,EST,2003,DM_NET_MG_RATE,_T,-2.754
820,ETH,2003,DM_NET_MG_RATE,_T,-0.188
821,FIN,2003,DM_NET_MG_RATE,_T,1.159
822,FJI,2003,DM_NET_MG_RATE,_T,-7.559
823,FLK,2003,DM_NET_MG_RATE,_T,0.946
824,FRA,2003,DM_NET_MG_RATE,_T,2.492
825,FRO,2003,DM_NET_MG_RATE,_T,6.713
826,FSM,2003,DM_NET_MG_RATE,_T,-26.243
827,GAB,2003,DM_NET_MG_RATE,_T,3.95
828,GBR,2003,DM_NET_MG_RATE,_T,3.869
829,GEO,2003,DM_NET_MG_RATE,_T,-7.706
830,GHA,2003,DM_NET_MG_RATE,_T,1.349
831,GIB,2003,DM_NET_MG_RATE,_T,11.306
832,GIN,2003,DM_NET_MG_RATE,_T,-4.207
833,GLP,2003,DM_NET_MG_RATE,_T,-20.911
834,GMB,2003,DM_NET_MG_RATE,_T,-2.369
835,GNB,2003,DM_NET_MG_RATE,_T,-4.161
836,GNQ,2003,DM_NET_MG_RATE,_T,18.584
837,GRC,2003,DM_NET_MG_RATE,_T,0.639
838,GRD,2003,DM_NET_MG_RATE,_T,-2.25
839,GRL,2003,DM_NET_MG_RATE,_T,-5.923
840,GTM,2003,DM_NET_MG_RATE,_T,-4.34
841,GUF,2003,DM_NET_MG_RATE,_T,15.786
842,GUM,2003,DM_NET_MG_RATE,_T,-12.435
843,GUY,2003,DM_NET_MG_RATE,_T,-16.334
844,HKG,2003,DM_NET_MG_RATE,_T,2.732
845,HND,2003,DM_NET_MG_RATE,_T,-1.108
846,HRV,2003,DM_NET_MG_RATE,_T,-1.935
847,HTI,2003,DM_NET_MG_RATE,_T,-3.006
848,HUN,2003,DM_NET_MG_RATE,_T,1.403
849,IDN,2003,DM_NET_MG_RATE,_T,-0.438
850,IMN,2003,DM_NET_MG_RATE,_T,10.111
851,IND,2003,DM_NET_MG_RATE,_T,-0.229
852,IRL,2003,DM_NET_MG_RATE,_T,8.309
853,IRN,2003,DM_NET_MG_RATE,_T,5.474
854,IRQ,2003,DM_NET_MG_RATE,_T,-1.005
855,ISL,2003,DM_NET_MG_RATE,_T,-0.769
856,ISR,2003,DM_NET_MG_RATE,_T,2.723
857,ITA,2003,DM_NET_MG_RATE,_T,8.363
858,JAM,2003,DM_NET_MG_RATE,_T,-6.91
859,JOR,2003,DM_NET_MG_RATE,_T,-2.165
860,JPN,2003,DM_NET_MG_RATE,_T,0.936
861,KAZ,2003,DM_NET_MG_RATE,_T,-0.231
862,KEN,2003,DM_NET_MG_RATE,_T,0.716
863,KGZ,2003,DM_NET_MG_RATE,_T,-3.021
864,KHM,2003,DM_NET_MG_RATE,_T,-0.57
865,KIR,2003,DM_NET_MG_RATE,_T,-1.378
866,KNA,2003,DM_NET_MG_RATE,_T,-4.599
867,KOR,2003,DM_NET_MG_RATE,_T,-0.471
868,KWT,2003,DM_NET_MG_RATE,_T,5.354
869,LAO,2003,DM_NET_MG_RATE,_T,-6.416
870,LBN,2003,DM_NET_MG_RATE,_T,0.372
871,LBR,2003,DM_NET_MG_RATE,_T,-33.01
872,LBY,2003,DM_NET_MG_RATE,_T,7.172
873,LCA,2003,DM_NET_MG_RATE,_T,-1.116
874,LIE,2003,DM_NET_MG_RATE,_T,4.513
875,LKA,2003,DM_NET_MG_RATE,_T,-1.084
876,LSO,2003,DM_NET_MG_RATE,_T,-13.169
877,LTU,2003,DM_NET_MG_RATE,_T,-9.992
878,LUX,2003,DM_NET_MG_RATE,_T,12.037
879,LVA,2003,DM_NET_MG_RATE,_T,-8.102
880,MAC,2003,DM_NET_MG_RATE,_T,25.078
881,MAF,2003,DM_NET_MG_RATE,_T,4.961
882,MAR,2003,DM_NET_MG_RATE,_T,-3.665
883,MCO,2003,DM_NET_MG_RATE,_T,-2.256
884,MDA,2003,DM_NET_MG_RATE,_T,-12.11
885,MDG,2003,DM_NET_MG_RATE,_T,0.027
886,MDV,2003,DM_NET_MG_RATE,_T,1.478
887,MEX,2003,DM_NET_MG_RATE,_T,-3.24
888,MHL,2003,DM_NET_MG_RATE,_T,-28.81
889,MKD,2003,DM_NET_MG_RATE,_T,-1.39
890,MLI,2003,DM_NET_MG_RATE,_T,-0.954
891,MLT,2003,DM_NET_MG_RATE,_T,3.047
892,MMR,2003,DM_NET_MG_RATE,_T,-3.528
893,MNE,2003,DM_NET_MG_RATE,_T,-5.13
894,MNG,2003,DM_NET_MG_RATE,_T,-3.079
895,MNP,2003,DM_NET_MG_RATE,_T,-53.049
896,MOZ,2003,DM_NET_MG_RATE,_T,-2.516
897,MRT,2003,DM_NET_MG_RATE,_T,-6.614
898,MSR,2003,DM_NET_MG_RATE,_T,10.012
899,MTQ,2003,DM_NET_MG_RATE,_T,-28.127
900,MUS,2003,DM_NET_MG_RATE,_T,-2.691
901,MWI,2003,DM_NET_MG_RATE,_T,-2.618
902,MYS,2003,DM_NET_MG_RATE,_T,9.184
903,MYT,2003,DM_NET_MG_RATE,_T,5.174
904,NAM,2003,DM_NET_MG_RATE,_T,-3.207
905,NCL,2003,DM_NET_MG_RATE,_T,3.963
906,NER,2003,DM_NET_MG_RATE,_T,-0.686
907,NGA,2003,DM_NET_MG_RATE,_T,0.032
908,NIC,2003,DM_NET_MG_RATE,_T,-8.406
909,NIU,2003,DM_NET_MG_RATE,_T,-24.587
910,NLD,2003,DM_NET_MG_RATE,_T,0.814
911,NOR,2003,DM_NET_MG_RATE,_T,2.511
912,NPL,2003,DM_NET_MG_RATE,_T,-7.1
913,NRU,2003,DM_NET_MG_RATE,_T,-20.186
914,NZL,2003,DM_NET_MG_RATE,_T,10.549
915,OMN,2003,DM_NET_MG_RATE,_T,-8.45
916,PAK,2003,DM_NET_MG_RATE,_T,-3.459
917,PAN,2003,DM_NET_MG_RATE,_T,1.054
918,PER,2003,DM_NET_MG_RATE,_T,-6.538
919,PHL,2003,DM_NET_MG_RATE,_T,-2.467
920,PLW,2003,DM_NET_MG_RATE,_T,-3.816
921,PNG,2003,DM_NET_MG_RATE,_T,7.189
922,POL,2003,DM_NET_MG_RATE,_T,-0.586
923,PRI,2003,DM_NET_MG_RATE,_T,-7.61
924,PRK,2003,DM_NET_MG_RATE,_T,-0.114
925,PRT,2003,DM_NET_MG_RATE,_T,2.707
926,PRY,2003,DM_NET_MG_RATE,_T,-7.434
927,PSE,2003,DM_NET_MG_RATE,_T,-10.57
928,PYF,2003,DM_NET_MG_RATE,_T,-0.494
929,QAT,2003,DM_NET_MG_RATE,_T,31.812
930,REU,2003,DM_NET_MG_RATE,_T,-1.907
931,ROU,2003,DM_NET_MG_RATE,_T,-4.533
932,RUS,2003,DM_NET_MG_RATE,_T,1.665
933,RWA,2003,DM_NET_MG_RATE,_T,-2.029
