,REF_AREA,TIME_PERIOD,INDICATOR,AGE,OBS_VALUE
2876,JPN,2011,DM_NET_MG_RATE,_T,1.093
2877,KAZ,2011,DM_NET_MG_RATE,_T,0.88
2878,KEN,2011,DM_NET_MG_RATE,_T,-1.05
2879,KGZ,2011,DM_NET_MG_RATE,_T,-8.397
2880,KHM,2011,DM_NET_MG_RATE,_T,-2.942
2881,KIR,2011,DM_NET_MG_RATE,_T,-7.705
2882,KNA,2011,DM_NET_MG_RATE,_T,0
2883,KOR,2011,DM_NET_MG_RATE,_T,5.299
2884,KWT,2011,DM_NET_MG_RATE,_T,62.831
2885,LAO,2011,DM_NET_MG_RATE,_T,-4.301
2886,LBN,2011,DM_NET_MG_RATE,_T,0.445
2887,LBR,2011,DM_NET_MG_RATE,_T,22.242
2888,LBY,2011,DM_NET_MG_RATE,_T,-130.308
2889,LCA,2011,DM_NET_MG_RATE,_T,1.052
2890,LIE,2011,DM_NET_MG_RATE,_T,4.623
2891,LKA,2011,DM_NET_MG_RATE,_T,-0.636
2892,LSO,2011,DM_NET_MG_RATE,_T,-3.356
2893,LTU,2011,DM_NET_MG_RATE,_T,-8.495
2894,LUX,2011,DM_NET_MG_RATE,_T,21.04
2895,LVA,2011,DM_NET_MG_RATE,_T,-6.453
2896,MAC,2011,DM_NET_MG_RATE,_T,16.186
2897,MAF,2011,DM_NET_MG_RATE,_T,-23.279
2898,MAR,2011,DM_NET_MG_RATE,_T,-2.045
2899,MCO,2011,DM_NET_MG_RATE,_T,25.604
2900,MDA,2011,DM_NET_MG_RATE,_T,-24.398
2901,MDG,2011,DM_NET_MG_RATE,_T,0.022
2902,MDV,2011,DM_NET_MG_RATE,_T,17.515
2903,MEX,2011,DM_NET_MG_RATE,_T,0.037
2904,MHL,2011,DM_NET_MG_RATE,_T,-35.285
2905,MKD,2011,DM_NET_MG_RATE,_T,-0.806
2906,MLI,2011,DM_NET_MG_RATE,_T,-2.69
2907,MLT,2011,DM_NET_MG_RATE,_T,11.41
2908,MMR,2011,DM_NET_MG_RATE,_T,-1.661
2909,MNE,2011,DM_NET_MG_RATE,_T,0
2910,MNG,2011,DM_NET_MG_RATE,_T,-0.455
2911,MNP,2011,DM_NET_MG_RATE,_T,-17.343
2912,MOZ,2011,DM_NET_MG_RATE,_T,-0.371
2913,MRT,2011,DM_NET_MG_RATE,_T,2.655
2914,MSR,2011,DM_NET_MG_RATE,_T,0
2915,MTQ,2011,DM_NET_MG_RATE,_T,-12.664
2916,MUS,2011,DM_NET_MG_RATE,_T,-2.733
2917,MWI,2011,DM_NET_MG_RATE,_T,-0.801
2918,MYS,2011,DM_NET_MG_RATE,_T,3.958
2919,MYT,2011,DM_NET_MG_RATE,_T,-4.891
2920,NAM,2011,DM_NET_MG_RATE,_T,-4.042
2921,NCL,2011,DM_NET_MG_RATE,_T,6.616
2922,NER,2011,DM_NET_MG_RATE,_T,-0.402
2923,NGA,2011,DM_NET_MG_RATE,_T,0.231
2924,NIC,2011,DM_NET_MG_RATE,_T,-4.738
2925,NIU,2011,DM_NET_MG_RATE,_T,-7.162
2926,NLD,2011,DM_NET_MG_RATE,_T,2.505
2927,NOR,2011,DM_NET_MG_RATE,_T,9.592
2928,NPL,2011,DM_NET_MG_RATE,_T,-12.666
2929,NRU,2011,DM_NET_MG_RATE,_T,-19.922
2930,NZL,2011,DM_NET_MG_RATE,_T,-0.549
2931,OMN,2011,DM_NET_MG_RATE,_T,86.661
2932,PAK,2011,DM_NET_MG_RATE,_T,-4.474
2933,PAN,2011,DM_NET_MG_RATE,_T,1.402
2934,PER,2011,DM_NET_MG_RATE,_T,-5.017
2935,PHL,2011,DM_NET_MG_RATE,_T,-1.078
2936,PLW,2011,DM_NET_MG_RATE,_T,-19.754
2937,PNG,2011,DM_NET_MG_RATE,_T,5.226
2938,POL,2011,DM_NET_MG_RATE,_T,-0.316
2939,PRI,2011,DM_NET_MG_RATE,_T,-10.455
2940,PRK,2011,DM_NET_MG_RATE,_T,-0.119
2941,PRT,2011,DM_NET_MG_RATE,_T,-2.274
2942,PRY,2011,DM_NET_MG_RATE,_T,-3.491
2943,PSE,2011,DM_NET_MG_RATE,_T,-6.5
2944,PYF,2011,DM_NET_MG_RATE,_T,-8.801
2945,QAT,2011,DM_NET_MG_RATE,_T,46.98
2946,REU,2011,DM_NET_MG_RATE,_T,-5.051
2947,ROU,2011,DM_NET_MG_RATE,_T,-2.365
2948,RUS,2011,DM_NET_MG_RATE,_T,2.065
2949,RWA,2011,DM_NET_MG_RATE,_T,-0.506
2950,SAU,2011,DM_NET_MG_RATE,_T,3.125
2951,SDN,2011,DM_NET_MG_RATE,_T,-9.748
2952,SEN,2011,DM_NET_MG_RATE,_T,-3.36
2953,SGP,2011,DM_NET_MG_RATE,_T,13.798
2954,SHN,2011,DM_NET_MG_RATE,_T,9.974
2955,SLB,2011,DM_NET_MG_RATE,_T,-3.379
2956,SLE,2011,DM_NET_MG_RATE,_T,1.043
2957,SLV,2011,DM_NET_MG_RATE,_T,-8.669
2958,SMR,2011,DM_NET_MG_RATE,_T,32.621
2959,SOM,2011,DM_NET_MG_RATE,_T,-26.342
2960,SPM,2011,DM_NET_MG_RATE,_T,0
2961,SRB,2011,DM_NET_MG_RATE,_T,0.004
2962,SSD,2011,DM_NET_MG_RATE,_T,19.144
2963,STP,2011,DM_NET_MG_RATE,_T,-8.77
2964,SUR,2011,DM_NET_MG_RATE,_T,-1.932
2965,SVK,2011,DM_NET_MG_RATE,_T,-0.343
2966,SVN,2011,DM_NET_MG_RATE,_T,0.189
2967,SWE,2011,DM_NET_MG_RATE,_T,6.933
2968,SWZ,2011,DM_NET_MG_RATE,_T,-9.592
2969,SXM,2011,DM_NET_MG_RATE,_T,0
2970,SYC,2011,DM_NET_MG_RATE,_T,4.035
2971,SYR,2011,DM_NET_MG_RATE,_T,-11.238
2972,TCA,2011,DM_NET_MG_RATE,_T,27.012
2973,TCD,2011,DM_NET_MG_RATE,_T,2.377
2974,TGO,2011,DM_NET_MG_RATE,_T,-0.293
2975,THA,2011,DM_NET_MG_RATE,_T,0.972
2976,TJK,2011,DM_NET_MG_RATE,_T,-3.945
2977,TKL,2011,DM_NET_MG_RATE,_T,4.36
2978,TKM,2011,DM_NET_MG_RATE,_T,-1.795
2979,TLS,2011,DM_NET_MG_RATE,_T,-0.278
2980,TON,2011,DM_NET_MG_RATE,_T,-18.859
2981,TTO,2011,DM_NET_MG_RATE,_T,-0.992
2982,TUN,2011,DM_NET_MG_RATE,_T,1.041
2983,TUR,2011,DM_NET_MG_RATE,_T,0.929
2984,TUV,2011,DM_NET_MG_RATE,_T,2.435
2985,TWN,2011,DM_NET_MG_RATE,_T,1.639
2986,TZA,2011,DM_NET_MG_RATE,_T,-1.817
2987,UGA,2011,DM_NET_MG_RATE,_T,-5.183
2988,UKR,2011,DM_NET_MG_RATE,_T,0.292
2989,UNICEF_EAP,2011,DM_NET_MG_RATE,_T,0.181
2990,UNICEF_EAPRO,2011,DM_NET_MG_RATE,_T,-0.135
2991,UNICEF_ECARO,2011,DM_NET_MG_RATE,_T,-1.208
2992,UNICEF_EECA,2011,DM_NET_MG_RATE,_T,-0.019
2993,UNICEF_ESA,2011,DM_NET_MG_RATE,_T,-1.532
2994,UNICEF_ESARO,2011,DM_NET_MG_RATE,_T,-0.883
2995,UNICEF_LAC,2011,DM_NET_MG_RATE,_T,-0.775
2996,UNICEF_LACRO,2011,DM_NET_MG_RATE,_T,-0.776
2997,UNICEF_MENA,2011,DM_NET_MG_RATE,_T,-0.867
2998,UNICEF_MENARO,2011,DM_NET_MG_RATE,_T,-1.607
2999,UNICEF_NA,2011,DM_NET_MG_RATE,_T,4.465
3000,UNICEF_ROSA,2011,DM_NET_MG_RATE,_T,-0.838
3001,UNICEF_SA,2011,DM_NET_MG_RATE,_T,-0.838
3002,UNICEF_WCA,2011,DM_NET_MG_RATE,_T,-0.366
3003,UNICEF_WCARO,2011,DM_NET_MG_RATE,_T,-0.366
3004,UNICEF_WE,2011,DM_NET_MG_RATE,_T,2.347
3005,UNSDG_LDC,2011,DM_NET_MG_RATE,_T,-1.309
3006,URY,2011,DM_NET_MG_RATE,_T,-2.075
3007,USA,2011,DM_NET_MG_RATE,_T,4.222
3008,UZB,2011,DM_NET_MG_RATE,_T,-0.701
3009,VAT,2011,DM_NET_MG_RATE,_T,0
3010,VCT,2011,DM_NET_MG_RATE,_T,-15.202
3011,VEN,2011,DM_NET_MG_RATE,_T,-1.867
3012,VGB,2011,DM_NET_MG_RATE,_T,20.299
3013,VIR,2011,DM_NET_MG_RATE,_T,-9.609
3014,VNM,2011,DM_NET_MG_RATE,_T,-0.05
3015,VUT,2011,DM_NET_MG_RATE,_T,-3.709
3016,WLF,2011,DM_NET_MG_RATE,_T,-26.844
3017,WORLD,2011,DM_NET_MG_RATE,_T,0
3018,WSM,2011,DM_NET_MG_RATE,_T,-16.392
3019,XKX,2011,DM_NET_MG_RATE,_T,-1.685
3020,YEM,2011,DM_NET_MG_RATE,_T,-0.854
3021,ZAF,2011,DM_NET_MG_RATE,_T,1.246
3022,ZMB,2011,DM_NET_MG_RATE,_T,0.954
3023,ZWE,2011,DM_NET_MG_RATE,_T,-10.189
3024,ABW,2012,DM_NET_MG_RATE,_T,2.245
3025,AFG,2012,DM_NET_MG_RATE,_T,3.481
3026,AGO,2012,DM_NET_MG_RATE,_T,3.82
3027,AIA,2012,DM_NET_MG_RATE,_T,1.637
3028,ALB,2012,DM_NET_MG_RATE,_T,-6.872
3029,AND,2012,DM_NET_MG_RATE,_T,0.465
3030,ARE,2012,DM_NET_MG_RATE,_T,-1.891
3031,ARG,2012,DM_NET_MG_RATE,_T,0.075
3032,ARM,2012,DM_NET_MG_RATE,_T,-9.806
3033,ASM,2012,DM_NET_MG_RATE,_T,-28.246
3034,ATG,2012,DM_NET_MG_RATE,_T,2.319
3035,AUS,2012,DM_NET_MG_RATE,_T,10.423
3036,AUT,2012,DM_NET_MG_RATE,_T,5.339
3037,AZE,2012,DM_NET_MG_RATE,_T,0.21
3038,BDI,2012,DM_NET_MG_RATE,_T,2.311
3039,BEL,2012,DM_NET_MG_RATE,_T,5.11
3040,BEN,2012,DM_NET_MG_RATE,_T,0.126
3041,BES,2012,DM_NET_MG_RATE,_T,22.831
3042,BFA,2012,DM_NET_MG_RATE,_T,-1.224
3043,BGD,2012,DM_NET_MG_RATE,_T,-1.59
3044,BGR,2012,DM_NET_MG_RATE,_T,-1.837
3045,BHR,2012,DM_NET_MG_RATE,_T,9.638
3046,BHS,2012,DM_NET_MG_RATE,_T,2.747
3047,BIH,2012,DM_NET_MG_RATE,_T,-17.921
3048,BLM,2012,DM_NET_MG_RATE,_T,8.726
3049,BLR,2012,DM_NET_MG_RATE,_T,0.973
3050,BLZ,2012,DM_NET_MG_RATE,_T,4.546
3051,BMU,2012,DM_NET_MG_RATE,_T,-3.817
3052,BOL,2012,DM_NET_MG_RATE,_T,-1.105
3053,BRA,2012,DM_NET_MG_RATE,_T,0.217
3054,BRB,2012,DM_NET_MG_RATE,_T,-0.232
3055,BRN,2012,DM_NET_MG_RATE,_T,-0.841
3056,BTN,2012,DM_NET_MG_RATE,_T,-1.005
3057,BWA,2012,DM_NET_MG_RATE,_T,0.224
3058,CAF,2012,DM_NET_MG_RATE,_T,-23.196
3059,CAN,2012,DM_NET_MG_RATE,_T,7.096
3060,CHE,2012,DM_NET_MG_RATE,_T,8.472
3061,CHL,2012,DM_NET_MG_RATE,_T,1.785
3062,CHN,2012,DM_NET_MG_RATE,_T,-0.091
3063,CIV,2012,DM_NET_MG_RATE,_T,-6.528
3064,CMR,2012,DM_NET_MG_RATE,_T,-0.358
3065,COD,2012,DM_NET_MG_RATE,_T,-0.356
3066,COG,2012,DM_NET_MG_RATE,_T,-5.635
3067,COK,2012,DM_NET_MG_RATE,_T,-15.817
3068,COL,2012,DM_NET_MG_RATE,_T,-1.221
3069,COM,2012,DM_NET_MG_RATE,_T,-2.873
3070,CPV,2012,DM_NET_MG_RATE,_T,-3.041
3071,CRI,2012,DM_NET_MG_RATE,_T,0.841
3072,CUB,2012,DM_NET_MG_RATE,_T,-1.549
3073,CUW,2012,DM_NET_MG_RATE,_T,9.004
3074,CYM,2012,DM_NET_MG_RATE,_T,15.907
3075,CYP,2012,DM_NET_MG_RATE,_T,4.149
3076,CZE,2012,DM_NET_MG_RATE,_T,0.981
3077,DEU,2012,DM_NET_MG_RATE,_T,3.896
3078,DJI,2012,DM_NET_MG_RATE,_T,2.207
3079,DMA,2012,DM_NET_MG_RATE,_T,2.296
3080,DNK,2012,DM_NET_MG_RATE,_T,3.53
3081,DOM,2012,DM_NET_MG_RATE,_T,-3.047
3082,DZA,2012,DM_NET_MG_RATE,_T,-0.942
3083,ECU,2012,DM_NET_MG_RATE,_T,-0.506
3084,EGY,2012,DM_NET_MG_RATE,_T,-0.023
3085,ERI,2012,DM_NET_MG_RATE,_T,-13.235
3086,ESP,2012,DM_NET_MG_RATE,_T,-3.089
3087,EST,2012,DM_NET_MG_RATE,_T,-2.753
3088,ETH,2012,DM_NET_MG_RATE,_T,1.266
3089,FIN,2012,DM_NET_MG_RATE,_T,3.26
3090,FJI,2012,DM_NET_MG_RATE,_T,-11.942
3091,FLK,2012,DM_NET_MG_RATE,_T,10.372
3092,FRA,2012,DM_NET_MG_RATE,_T,0.778
3093,FRO,2012,DM_NET_MG_RATE,_T,-3.073
3094,FSM,2012,DM_NET_MG_RATE,_T,-14.975
3095,GAB,2012,DM_NET_MG_RATE,_T,10.931
3096,GBR,2012,DM_NET_MG_RATE,_T,4.281
3097,GEO,2012,DM_NET_MG_RATE,_T,-6.944
3098,GHA,2012,DM_NET_MG_RATE,_T,0.038
3099,GIB,2012,DM_NET_MG_RATE,_T,9.308
3100,GIN,2012,DM_NET_MG_RATE,_T,-3.039
3101,GLP,2012,DM_NET_MG_RATE,_T,-7.317
3102,GMB,2012,DM_NET_MG_RATE,_T,-1.135
3103,GNB,2012,DM_NET_MG_RATE,_T,-0.872
3104,GNQ,2012,DM_NET_MG_RATE,_T,15.072
3105,GRC,2012,DM_NET_MG_RATE,_T,-2.736
3106,GRD,2012,DM_NET_MG_RATE,_T,-1.758
3107,GRL,2012,DM_NET_MG_RATE,_T,-8.1
3108,GTM,2012,DM_NET_MG_RATE,_T,-2.151
3109,GUF,2012,DM_NET_MG_RATE,_T,1.785
3110,GUM,2012,DM_NET_MG_RATE,_T,-11.05
3111,GUY,2012,DM_NET_MG_RATE,_T,-9.568
3112,HKG,2012,DM_NET_MG_RATE,_T,5.012
3113,HND,2012,DM_NET_MG_RATE,_T,-0.67
3114,HRV,2012,DM_NET_MG_RATE,_T,-2.407
3115,HTI,2012,DM_NET_MG_RATE,_T,-2.932
3116,HUN,2012,DM_NET_MG_RATE,_T,1.619
3117,IDN,2012,DM_NET_MG_RATE,_T,-0.154
3118,IMN,2012,DM_NET_MG_RATE,_T,-2.89
3119,IND,2012,DM_NET_MG_RATE,_T,-0.142
3120,IRL,2012,DM_NET_MG_RATE,_T,-4.809
3121,IRN,2012,DM_NET_MG_RATE,_T,0.254
3122,IRQ,2012,DM_NET_MG_RATE,_T,22.918
3123,ISL,2012,DM_NET_MG_RATE,_T,-0.947
3124,ISR,2012,DM_NET_MG_RATE,_T,1.306
3125,ITA,2012,DM_NET_MG_RATE,_T,4.146
3126,JAM,2012,DM_NET_MG_RATE,_T,-4.156
3127,JOR,2012,DM_NET_MG_RATE,_T,-20.067
3128,JPN,2012,DM_NET_MG_RATE,_T,1.075
3129,KAZ,2012,DM_NET_MG_RATE,_T,0.529
3130,KEN,2012,DM_NET_MG_RATE,_T,-0.981
3131,KGZ,2012,DM_NET_MG_RATE,_T,-7.344
3132,KHM,2012,DM_NET_MG_RATE,_T,-2.971
3133,KIR,2012,DM_NET_MG_RATE,_T,-8.466
3134,KNA,2012,DM_NET_MG_RATE,_T,-3.994
3135,KOR,2012,DM_NET_MG_RATE,_T,5.567
3136,KWT,2012,DM_NET_MG_RATE,_T,57.935
3137,LAO,2012,DM_NET_MG_RATE,_T,-4.055
3138,LBN,2012,DM_NET_MG_RATE,_T,24.318
3139,LBR,2012,DM_NET_MG_RATE,_T,-5.916
3140,LBY,2012,DM_NET_MG_RATE,_T,0.889
3141,LCA,2012,DM_NET_MG_RATE,_T,0.064
3142,LIE,2012,DM_NET_MG_RATE,_T,5.139
3143,LKA,2012,DM_NET_MG_RATE,_T,-4.609
3144,LSO,2012,DM_NET_MG_RATE,_T,-3.317
3145,LTU,2012,DM_NET_MG_RATE,_T,-8.019
3146,LUX,2012,DM_NET_MG_RATE,_T,19.508
3147,LVA,2012,DM_NET_MG_RATE,_T,-6.299
3148,MAC,2012,DM_NET_MG_RATE,_T,10.616
3149,MAF,2012,DM_NET_MG_RATE,_T,-26.322
3150,MAR,2012,DM_NET_MG_RATE,_T,-1.951
3151,MCO,2012,DM_NET_MG_RATE,_T,27.903
3152,MDA,2012,DM_NET_MG_RATE,_T,-25.622
3153,MDG,2012,DM_NET_MG_RATE,_T,0.021
3154,MDV,2012,DM_NET_MG_RATE,_T,17.33
3155,MEX,2012,DM_NET_MG_RATE,_T,-0.416
3156,MHL,2012,DM_NET_MG_RATE,_T,-35.781
3157,MKD,2012,DM_NET_MG_RATE,_T,-0.837
3158,MLI,2012,DM_NET_MG_RATE,_T,-8.484
3159,MLT,2012,DM_NET_MG_RATE,_T,14.45
3160,MMR,2012,DM_NET_MG_RATE,_T,-1.225
3161,MNE,2012,DM_NET_MG_RATE,_T,-1.001
3162,MNG,2012,DM_NET_MG_RATE,_T,-0.771
3163,MNP,2012,DM_NET_MG_RATE,_T,-17.309
3164,MOZ,2012,DM_NET_MG_RATE,_T,0.424
3165,MRT,2012,DM_NET_MG_RATE,_T,3.879
3166,MSR,2012,DM_NET_MG_RATE,_T,11.515
3167,MTQ,2012,DM_NET_MG_RATE,_T,-11.096
3168,MUS,2012,DM_NET_MG_RATE,_T,-2.578
3169,MWI,2012,DM_NET_MG_RATE,_T,-0.866
3170,MYS,2012,DM_NET_MG_RATE,_T,3.831
3171,MYT,2012,DM_NET_MG_RATE,_T,-0.965
3172,NAM,2012,DM_NET_MG_RATE,_T,-3.957
3173,NCL,2012,DM_NET_MG_RATE,_T,6.631
3174,NER,2012,DM_NET_MG_RATE,_T,1.042
3175,NGA,2012,DM_NET_MG_RATE,_T,0.245
3176,NIC,2012,DM_NET_MG_RATE,_T,-4.531
3177,NIU,2012,DM_NET_MG_RATE,_T,2.209
3178,NLD,2012,DM_NET_MG_RATE,_T,2.8
3179,NOR,2012,DM_NET_MG_RATE,_T,9.567
3180,NPL,2012,DM_NET_MG_RATE,_T,-13.508
3181,NRU,2012,DM_NET_MG_RATE,_T,-3.06
3182,NZL,2012,DM_NET_MG_RATE,_T,-0.349
3183,OMN,2012,DM_NET_MG_RATE,_T,76.953
3184,PAK,2012,DM_NET_MG_RATE,_T,-8.116
3185,PAN,2012,DM_NET_MG_RATE,_T,1.452
3186,PER,2012,DM_NET_MG_RATE,_T,-3.984
3187,PHL,2012,DM_NET_MG_RATE,_T,-1.591
3188,PLW,2012,DM_NET_MG_RATE,_T,-18.709
3189,PNG,2012,DM_NET_MG_RATE,_T,4.732
3190,POL,2012,DM_NET_MG_RATE,_T,-0.313
3191,PRI,2012,DM_NET_MG_RATE,_T,-12.238
3192,PRK,2012,DM_NET_MG_RATE,_T,-0.117
3193,PRT,2012,DM_NET_MG_RATE,_T,-3.553
3194,PRY,2012,DM_NET_MG_RATE,_T,-2.994
3195,PSE,2012,DM_NET_MG_RATE,_T,-6.412
3196,PYF,2012,DM_NET_MG_RATE,_T,-9.167
3197,QAT,2012,DM_NET_MG_RATE,_T,44.777
3198,REU,2012,DM_NET_MG_RATE,_T,-7.521
3199,ROU,2012,DM_NET_MG_RATE,_T,-1.066
3200,RUS,2012,DM_NET_MG_RATE,_T,2.118
3201,RWA,2012,DM_NET_MG_RATE,_T,-1.366
3202,SAU,2012,DM_NET_MG_RATE,_T,2.888
3203,SDN,2012,DM_NET_MG_RATE,_T,-6.28
3204,SEN,2012,DM_NET_MG_RATE,_T,-3.242
3205,SGP,2012,DM_NET_MG_RATE,_T,12.712
3206,SHN,2012,DM_NET_MG_RATE,_T,9.936
3207,SLB,2012,DM_NET_MG_RATE,_T,-2.873
3208,SLE,2012,DM_NET_MG_RATE,_T,0.146
3209,SLV,2012,DM_NET_MG_RATE,_T,-8.172
3210,SMR,2012,DM_NET_MG_RATE,_T,5.905
3211,SOM,2012,DM_NET_MG_RATE,_T,-4.157
3212,SPM,2012,DM_NET_MG_RATE,_T,-1.989
3213,SRB,2012,DM_NET_MG_RATE,_T,0.523
3214,SSD,2012,DM_NET_MG_RATE,_T,11.818
3215,STP,2012,DM_NET_MG_RATE,_T,-9.086
3216,SUR,2012,DM_NET_MG_RATE,_T,-1.815
3217,SVK,2012,DM_NET_MG_RATE,_T,0.486
3218,SVN,2012,DM_NET_MG_RATE,_T,0.106
3219,SWE,2012,DM_NET_MG_RATE,_T,7.294
3220,SWZ,2012,DM_NET_MG_RATE,_T,-9.587
3221,SXM,2012,DM_NET_MG_RATE,_T,87.909
3222,SYC,2012,DM_NET_MG_RATE,_T,3.879
3223,SYR,2012,DM_NET_MG_RATE,_T,-43.255
3224,TCA,2012,DM_NET_MG_RATE,_T,39.906
3225,TCD,2012,DM_NET_MG_RATE,_T,0.746
3226,TGO,2012,DM_NET_MG_RATE,_T,-0.288
3227,THA,2012,DM_NET_MG_RATE,_T,1.074
3228,TJK,2012,DM_NET_MG_RATE,_T,-3.491
3229,TKL,2012,DM_NET_MG_RATE,_T,61.609
3230,TKM,2012,DM_NET_MG_RATE,_T,-1.756
3231,TLS,2012,DM_NET_MG_RATE,_T,-0.676
3232,TON,2012,DM_NET_MG_RATE,_T,-23.253
3233,TTO,2012,DM_NET_MG_RATE,_T,-0.615
3234,TUN,2012,DM_NET_MG_RATE,_T,-2.641
3235,TUR,2012,DM_NET_MG_RATE,_T,3.964
3236,TUV,2012,DM_NET_MG_RATE,_T,0.738
3237,TWN,2012,DM_NET_MG_RATE,_T,1.499
3238,TZA,2012,DM_NET_MG_RATE,_T,-1.04
3239,UGA,2012,DM_NET_MG_RATE,_T,-5.121
3240,UKR,2012,DM_NET_MG_RATE,_T,1.517
3241,UNICEF_EAP,2012,DM_NET_MG_RATE,_T,0.204
3242,UNICEF_EAPRO,2012,DM_NET_MG_RATE,_T,-0.129
3243,UNICEF_ECARO,2012,DM_NET_MG_RATE,_T,-0.124
3244,UNICEF_EECA,2012,DM_NET_MG_RATE,_T,0.772
3245,UNICEF_ESA,2012,DM_NET_MG_RATE,_T,-0.531
3246,UNICEF_ESARO,2012,DM_NET_MG_RATE,_T,-0.076
3247,UNICEF_LAC,2012,DM_NET_MG_RATE,_T,-0.748
3248,UNICEF_LACRO,2012,DM_NET_MG_RATE,_T,-0.749
3249,UNICEF_MENA,2012,DM_NET_MG_RATE,_T,0.539
3250,UNICEF_MENARO,2012,DM_NET_MG_RATE,_T,-0.016
3251,UNICEF_NA,2012,DM_NET_MG_RATE,_T,4.475
3252,UNICEF_ROSA,2012,DM_NET_MG_RATE,_T,-1.42
3253,UNICEF_SA,2012,DM_NET_MG_RATE,_T,-1.42
3254,UNICEF_WCA,2012,DM_NET_MG_RATE,_T,-1.033
3255,UNICEF_WCARO,2012,DM_NET_MG_RATE,_T,-1.033
3256,UNICEF_WE,2012,DM_NET_MG_RATE,_T,2.101
3257,UNSDG_LDC,2012,DM_NET_MG_RATE,_T,-1.412
3258,URY,2012,DM_NET_MG_RATE,_T,-1.872
3259,USA,2012,DM_NET_MG_RATE,_T,4.188
3260,UZB,2012,DM_NET_MG_RATE,_T,-0.691
3261,VAT,2012,DM_NET_MG_RATE,_T,0
3262,VCT,2012,DM_NET_MG_RATE,_T,-14.412
3263,VEN,2012,DM_NET_MG_RATE,_T,-1.869
3264,VGB,2012,DM_NET_MG_RATE,_T,4.304
3265,VIR,2012,DM_NET_MG_RATE,_T,-8.859
3266,VNM,2012,DM_NET_MG_RATE,_T,-0.051
3267,VUT,2012,DM_NET_MG_RATE,_T,-3.409
3268,WLF,2012,DM_NET_MG_RATE,_T,-26.107
3269,WORLD,2012,DM_NET_MG_RATE,_T,0
3270,WSM,2012,DM_NET_MG_RATE,_T,-16.094
3271,XKX,2012,DM_NET_MG_RATE,_T,-8.423
3272,YEM,2012,DM_NET_MG_RATE,_T,-0.8
3273,ZAF,2012,DM_NET_MG_RATE,_T,1.296
3274,ZMB,2012,DM_NET_MG_RATE,_T,0.611
3275,ZWE,2012,DM_NET_MG_RATE,_T,-5.016
3276,ABW,2013,DM_NET_MG_RATE,_T,1.303
3277,AFG,2013,DM_NET_MG_RATE,_T,1.525
3278,AGO,2013,DM_NET_MG_RATE,_T,3.506
3279,AIA,2013,DM_NET_MG_RATE,_T,20.354
3280,ALB,2013,DM_NET_MG_RATE,_T,-5.817
3281,AND,2013,DM_NET_MG_RATE,_T,0.168
3282,ARE,2013,DM_NET_MG_RATE,_T,-1.777
3283,ARG,2013,DM_NET_MG_RATE,_T,0.127
3284,ARM,2013,DM_NET_MG_RATE,_T,-9.692
3285,ASM,2013,DM_NET_MG_RATE,_T,-29.292
3286,ATG,2013,DM_NET_MG_RATE,_T,1.765
3287,AUS,2013,DM_NET_MG_RATE,_T,9.327
3288,AUT,2013,DM_NET_MG_RATE,_T,6.684
3289,AZE,2013,DM_NET_MG_RATE,_T,0.238
3290,BDI,2013,DM_NET_MG_RATE,_T,-0.226
3291,BEL,2013,DM_NET_MG_RATE,_T,5.125
3292,BEN,2013,DM_NET_MG_RATE,_T,-0.087
3293,BES,2013,DM_NET_MG_RATE,_T,22.383
3294,BFA,2013,DM_NET_MG_RATE,_T,-1.885
3295,BGD,2013,DM_NET_MG_RATE,_T,-1.259
3296,BGR,2013,DM_NET_MG_RATE,_T,-2.049
3297,BHR,2013,DM_NET_MG_RATE,_T,21.81
3298,BHS,2013,DM_NET_MG_RATE,_T,2.601
3299,BIH,2013,DM_NET_MG_RATE,_T,-10.186
3300,BLM,2013,DM_NET_MG_RATE,_T,10.458
3301,BLR,2013,DM_NET_MG_RATE,_T,1.083
3302,BLZ,2013,DM_NET_MG_RATE,_T,4.372
3303,BMU,2013,DM_NET_MG_RATE,_T,-3.991
3304,BOL,2013,DM_NET_MG_RATE,_T,-1.058
3305,BRA,2013,DM_NET_MG_RATE,_T,0.175
3306,BRB,2013,DM_NET_MG_RATE,_T,-0.235
3307,BRN,2013,DM_NET_MG_RATE,_T,-0.959
3308,BTN,2013,DM_NET_MG_RATE,_T,-1.001
3309,BWA,2013,DM_NET_MG_RATE,_T,0.212
3310,CAF,2013,DM_NET_MG_RATE,_T,-23.187
3311,CAN,2013,DM_NET_MG_RATE,_T,6.94
3312,CHE,2013,DM_NET_MG_RATE,_T,10.425
3313,CHL,2013,DM_NET_MG_RATE,_T,2.091
3314,CHN,2013,DM_NET_MG_RATE,_T,-0.1
3315,CIV,2013,DM_NET_MG_RATE,_T,-6.587
3316,CMR,2013,DM_NET_MG_RATE,_T,-0.319
3317,COD,2013,DM_NET_MG_RATE,_T,1.649
3318,COG,2013,DM_NET_MG_RATE,_T,-5.084
3319,COK,2013,DM_NET_MG_RATE,_T,-16.332
3320,COL,2013,DM_NET_MG_RATE,_T,-1.398
3321,COM,2013,DM_NET_MG_RATE,_T,-2.532
3322,CPV,2013,DM_NET_MG_RATE,_T,-2.932
3323,CRI,2013,DM_NET_MG_RATE,_T,0.825
3324,CUB,2013,DM_NET_MG_RATE,_T,-1.351
3325,CUW,2013,DM_NET_MG_RATE,_T,7.742
